"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Benin","BEN","Internally displaced persons, total displaced by conflict and violence (number of people)","VC.IDP.TOCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","3500","3500","2700","1200","8800",
"Benin","BEN","Voice and Accountability: Standard Error","VA.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.261457115411758","","0.256089627742767","","0.235382616519928","","0.178090989589691","0.180878609418869","0.187085792422295","0.171670451760292","0.124908246099949","0.125941872596741","0.127576470375061","0.133419185876846","0.129912927746773","0.128966942429543","0.126903399825096","0.120063148438931","0.131180882453918","0.130067855119705","0.127960860729218","0.128602847456932","0.134332776069641","0.126355782151222","0.128880500793457","0.124212652444839","0.12386129796505","0.121717229485512",
"Benin","BEN","Voice and Accountability: Number of Sources","VA.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","4","","5","","7","7","8","11","15","15","15","14","14","15","15","16","12","13","13","13","13","12","11","12","12","12",
"Benin","BEN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27585565497432","4.13534388145926","1.62543807696831","1.24487830227425","4.67071840547035","2.84228678612343","1.48291431982405","1.84364942977986","2.69844689930495","4.28715620621521","4.41801513975982",
"Benin","BEN","Export value index (2015 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","3.7312369017","1.9981480088","1.4166026996","3.9515631339","9.8991478164","8.9042851539","6.176951341","6.7731323996","4.1879209752","12.9488363761","17.1067196151","19.6014495599","19.9272494099","22.7807452781","23.6328737508","24.9720558051","31.3934416075","25.2098849166","24.1991112274","25.0909703608","23.307252094","22.2370211316","26.6368595394","32.1663861851","33.8055043487","34.3802183932","43.7605549426","62.2433842236","76.239389106","72.8190498612","76.201039167","83.8434455718","85.774671335","117.8374269513","152.2074152322","100","105.4952632837","131.7520313723","198.846237438","181.4350066421","178.125020104","204.8189586143","","",
"Benin","BEN","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","","18.9542483660131","4.90196078431373","9.67741935483871","5.34351145038168","8.75912408759124","17.0302406141747","13.8222849083216","15.2531024015713","20.3387334315169","17.6479602782971","10.3673760551659","12.4698464912281","13.2423829013188","20.6206470951247","34.0614248287617","16.1391653248159","15.8228309171705","19.4935499283325","17.3349005267511","12.7020013055454","21.3132572488092","26.5826470343565","7.17911322072069","4.93950469870561","2.99009200242119","7.11132090985074","9.29442100409092","23.7240252329661","19.435185856447","30.6230687390134","9.86557478287121","21.9244096310961","6.32532155398721","13.2548596632527","7.13354330242752","8.38142436620858","7.61560339563147","14.4558541356458","5.92733745857787","10.4932706617295","7.33249426276733","28.3093270225391","19.7678792507727","27.5567418785332","24.8021592341451","40.4904408209571","36.1908078512351","41.1528230085225","56.1751627957212","63.6249482379081","44.4109262113924","43.7128017603158","35.1035886815316","38.6675749566512","25.1913353990193","22.7086416740566","20.9327497418064","15.7080032180204","16.8688342724162","10.6388558785876","","","",
"Benin","BEN","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26495372104038","3.6876066611189","0.0334335366994741","","","","0.222682864404909","0.535087932028496","0.0645603326534915","0.480745221513986","0.325004722645158","2.79836262280024","5.18622955488344","0.60611948723804","1.5774995068651","0.026710966670786","0.504870085790278","0.00440926110339445","1.21088301027896","0.231896025602044","0.251093364381162","0.124617655904939","0.462698451406442","0.149145258934227","0.0717864298126857","0.306796362381397","4.24653770947898","1.48373915113643","11.6101332842693","5.89779275338082","3.01055474737538","4.02640469870728","20.5482278652177","","","",
"Benin","BEN","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","18000000","15000000","11000000","13000000","13000000","14000000","10000000","15000000","22000000","27000000","33000000","42000000","36000000","43000000","34000000","32000000","25000000","31000000","27000000","46000000","63000000","34000000","24000000","67000000","167000000","199000000","188000000","260000000","226000000","218000000","288000000","330000000","335000000","384000000","398000000","420000000","528000000","424000000","407000000","422000000","392000000","374000000","448000000","541000000","569000000","578000000","736000000","1047000000","1282000000","1225000000","1282000000","1410000000","1443000000","1982000000","2560000000","1682000000","1774000000","2216000000","3344000000","3052000000","2996000000","3642000000","3719000000","3834000000",
"Benin","BEN","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","4.07795760200592","4.60701330108829","2.49182709771158","3.26451612903226","2.61748195669607","3.17858084938012","2.71475172163828","2.61286352743052","2.69403953293139","2.69696236233815","2.18890892696123","","","","6.34261869854515","5.60909622111407","6.8648764711408","5.88211497228853","8.86371290478199","7.85056038328509","6.28269111180559","6.94069090292306","2.68401854123194","3.68022215159168","5.24573975472729","4.07582739401064","2.34867608954328","2.33322076566482","2.75005612359437","0.510635598596017","1.49446306077173","2.27796940135853","2.47221194837554","2.19672496379637","2.24658726865864","2.49576064001331","2.24294398736566","0.867640846578867","11.2403366720722","2.04060932335064","3.91966623333969","4.93377714459625","4.17656411631737","4.02859649028568","25.743749215094","11.7826953700397","11.9345958360063","6.06382865216921","4.78982404909798","",
"Benin","BEN","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","2.31257938754617","5.40128315013852","4.07339148099305","4.8890060655915","10.847620503303","9.27714046972278","13.4893035764598","17.772899850863","18.2603672078903","19.3730261764075","29.0869305035234","30.6463428817917","33.6899746538893","","","","","12.8284873474843","24.9571425042913","","12.4059806560356","","","","","","","","","","","","","","","","79.9728953442577","76.017662691898","69.6667646108635","59.5880810595674","56.0038877384595","74.1668443267848","72.4136584629745","64.3251979431413","42.8977786332904","47.8812858577653","38.3899245388712","31.4117110993627","26.7384129347633","39.7154931087636","48.5027428947782","49.135219780444","45.2336224762963","49.7993595878856","50.033613389333","54.4213163026295","56.4464323712971","64.5572965554327","64.6438179006367","74.8025942262218","76.6389505458456","58.1404591119706",
